ID,BlockID,Latitude,Longitude
3781721915,1042067072709278560,40.4407323,-79.9482862
270927856,1042067072709278560,40.4407889,-79.9481911
270927856,2709278561060980770,40.4407889,-79.9481911
6582704730,2709278561060980770,40.4408827,-79.9480799
303189375,2709278561060980770,40.4410157,-79.9479222
270624664,2709278561060980770,40.4411746,-79.9476899
302979786,2709278561060980770,40.4413597,-79.9474437
303349589,2709278561060980770,40.4414694,-79.9472701
106098077,2709278561060980770,40.4414939,-79.9470669
270927856,2709278563024500940,40.4407889,-79.9481911
8140356496,2709278563024500940,40.440785,-79.9480986
303455141,2709278563024500940,40.440679,-79.9478678
303189371,2709278563024500940,40.4403589,-79.9472498
303455142,2709278563024500940,40.4402348,-79.9470438
8140356488,2709278563024500940,40.4401904,-79.9469651
8140356489,2709278563024500940,40.4401183,-79.9469017
105057957,2709278563024500940,40.4400368,-79.946855
8140356490,2709278563024500940,40.4399327,-79.9468112
303455144,2709278563024500940,40.4398231,-79.9467706
8140356491,2709278563024500940,40.4397164,-79.9467405
8140356492,2709278563024500940,40.4396591,-79.9467557
302450094,2709278563024500940,40.4396134,-79.9467751
270927856,2709278563024500941,40.4407889,-79.9481911
8140356495,2709278563024500941,40.4407458,-79.9481766
303455147,2709278563024500941,40.4406725,-79.9480909
303455148,2709278563024500941,40.4405508,-79.9479025
303455149,2709278563024500941,40.4403968,-79.9476683
3172112481,2709278563024500941,40.4402075,-79.9474081
303455150,2709278563024500941,40.4401514,-79.947323
3955655575,2709278563024500941,40.4399952,-79.9471411
303455151,2709278563024500941,40.4398404,-79.9469794
8140356493,2709278563024500941,40.439686,-79.9468564
8140356494,2709278563024500941,40.4396359,-79.946821
302450094,2709278563024500941,40.4396134,-79.9467751
104670293,1046702936864887580,40.4360593,-79.9465483
8495028495,1046702936864887580,40.4360725,-79.9465406
8495028493,1046702936864887580,40.4361204,-79.9465127
8495028493,1046702936864887580,40.4361204,-79.9465127
2766492988,1046702936864887580,40.4361504,-79.9464952
2861423422,1046702936864887580,40.4362031,-79.9464896
2861423423,1046702936864887580,40.4362793,-79.9464788
686488758,1046702936864887580,40.4363141,-79.9464724
686488758,68648875827664929860,40.4363141,-79.9464724
2861423424,68648875827664929860,40.4362717,-79.9464273
2766492989,68648875827664929860,40.4362303,-79.9463999
2861423421,68648875827664929860,40.4361479,-79.9464021
2766492987,68648875827664929860,40.4360916,-79.9464107
2766492986,68648875827664929860,40.4360486,-79.9464172
686488758,68648875821736492730,40.4363141,-79.9464724
8470194978,68648875821736492730,40.4364826,-79.946538
8470194977,68648875821736492730,40.4375054,-79.9469362
104670304,68648875821736492730,40.4377624,-79.9470363
104206700,68648875821736492730,40.4378592,-79.947071
302979820,68648875821736492730,40.437979,-79.9471001
6582544527,68648875821736492730,40.4380691,-79.9470811
302979821,68648875821736492730,40.438178,-79.9470055
302979822,68648875821736492730,40.4383675,-79.9468166
104670315,68648875821736492730,40.438535,-79.946613
6582544545,68648875821736492730,40.4386183,-79.9465169
3527071117,68648875821736492730,40.4386601,-79.9464827
2173649273,68648875821736492730,40.4386925,-79.9464587
104670336,10467033614549272670,40.4351031,-79.9472514
1454927267,10467033614549272670,40.4351112,-79.9471507
104670336,1046703361051427700,40.4351031,-79.9472514
2861423394,1046703361051427700,40.4351689,-79.9472021
2861423398,1046703361051427700,40.4352148,-79.9471038
2861423401,1046703361051427700,40.4352607,-79.9469754
2861423404,1046703361051427700,40.4352966,-79.9468457
2861423404,1046703361051427700,40.4352966,-79.9468457
2861423407,1046703361051427700,40.4353295,-79.946712
2861423408,1046703361051427700,40.4353525,-79.946581
2861423410,1046703361051427700,40.4353734,-79.9464172
2861423410,1046703361051427700,40.4353734,-79.9464172
2861423413,1046703361051427700,40.4353854,-79.9462652
2861423414,1046703361051427700,40.4353864,-79.9461302
2861423412,1046703361051427700,40.4353774,-79.9459494
2861423409,1046703361051427700,40.4353604,-79.9457699
2861423405,1046703361051427700,40.4353215,-79.9455825
2861423402,1046703361051427700,40.4352717,-79.9453925
2861423397,1046703361051427700,40.4352138,-79.945226
2861423393,1046703361051427700,40.4351251,-79.9450256
2861423387,1046703361051427700,40.4350273,-79.9448565
2861423387,1046703361051427700,40.4350273,-79.9448565
105142770,1046703361051427700,40.4349373,-79.9447755
105142770,10514277014549272670,40.4349373,-79.9447755
529749295,10514277014549272670,40.4349864,-79.9449379
2861423389,10514277014549272670,40.4350897,-79.9451234
529481073,10514277014549272670,40.4351619,-79.9452991
2861423399,10514277014549272670,40.4352178,-79.9454606
529481072,10514277014549272670,40.4352551,-79.9456036
1454917625,10514277014549272670,40.435282,-79.945744
2831336175,10514277014549272670,40.4353074,-79.9459338
529481068,10514277014549272670,40.4353191,-79.9462197
529481066,10514277014549272670,40.4353113,-79.9464057
529481066,10514277014549272670,40.4353113,-79.9464057
2861423403,10514277014549272670,40.4352936,-79.9465469
1454917633,10514277014549272670,40.4352713,-79.9466738
529481065,10514277014549272670,40.4352342,-79.9468327
529481065,10514277014549272670,40.4352342,-79.9468327
2861423395,10514277014549272670,40.4351815,-79.9469775
1454927267,10514277014549272670,40.4351112,-79.9471507
105142770,1051427701051427900,40.4349373,-79.9447755
2173707973,1051427701051427900,40.4347264,-79.9443839
2173707941,1051427701051427900,40.4346022,-79.944048
270932829,1051427701051427900,40.4345284,-79.9437862
2173707942,1051427701051427900,40.4344866,-79.9434649
1454927284,1051427701051427900,40.4344588,-79.9425421
105142780,1051427701051427900,40.4341197,-79.9402011
2173707945,1051427701051427900,40.4338491,-79.9383933
302982216,1051427701051427900,40.4337425,-79.9378739
2173707930,1051427701051427900,40.4336281,-79.9375417
302981522,1051427701051427900,40.4334771,-79.9372413
2173707951,1051427701051427900,40.4332994,-79.9370238
2173707987,1051427701051427900,40.433225,-79.9369307
2173707987,1051427701051427900,40.433225,-79.9369307
2173707939,1051427701051427900,40.4331502,-79.9368478
2173707920,1051427701051427900,40.4329538,-79.9366622
2173707920,1051427701051427900,40.4329538,-79.9366622
105142790,1051427701051427900,40.432836,-79.9365657
105142790,1051427901052504830,40.432836,-79.9365657
3117499210,1051427901052504830,40.4328399,-79.9367085
2173708038,1051427901052504830,40.4328319,-79.9369461
2173707926,1051427901052504830,40.4328104,-79.9371522
2173707926,1051427901052504830,40.4328104,-79.9371522
5320856243,1051427901052504830,40.4327854,-79.937312
105250483,1051427901052504830,40.4327544,-79.937477
105142790,1051427903029813560,40.432836,-79.9365657
3396238880,1051427903029813560,40.4328482,-79.9364644
7543082309,1051427903029813560,40.4328604,-79.9363602
302981485,1051427903029813560,40.4329043,-79.9359864
5320855583,1051427903029813560,40.4329656,-79.9356249
3662408048,1051427903029813560,40.4330433,-79.9352725
302981390,1051427903029813560,40.4331234,-79.9349349
2766492975,1051427903029813560,40.4333142,-79.9345773
105790223,1051427903029813560,40.4335612,-79.9342225
105790231,1051427903029813560,40.4338356,-79.933965
3257696365,1051427903029813560,40.4340934,-79.933796
3527046162,1051427903029813560,40.4341362,-79.9337731
302981356,1051427903029813560,40.434273,-79.933685
270932720,2709327203032035880,40.4342278,-79.9450454
2755750389,2709327203032035880,40.4341142,-79.9452195
2755750388,2709327203032035880,40.4340484,-79.9461931
107481685,2709327203032035880,40.4339428,-79.9467161
270932723,2709327203032035880,40.4338625,-79.9468952
270932725,2709327203032035880,40.4337004,-79.9469408
2755750386,2709327203032035880,40.4335791,-79.9468654
303203588,2709327203032035880,40.4334943,-79.9467012
270932720,27093272014549272670,40.4342278,-79.9450454
270932718,27093272014549272670,40.4344006,-79.9450505
107481679,27093272014549272670,40.4345491,-79.9451733
2701082891,27093272014549272670,40.4346677,-79.9453761
2701082890,27093272014549272670,40.4347133,-79.9457455
2701082890,27093272014549272670,40.4347133,-79.9457455
2861423371,27093272014549272670,40.4347086,-79.9458724
2755750391,27093272014549272670,40.434721,-79.9460528
2861423372,27093272014549272670,40.4347342,-79.9461607
270932715,27093272014549272670,40.4347507,-79.9462469
2861423373,27093272014549272670,40.4347845,-79.9463412
2861423383,27093272014549272670,40.4348943,-79.9465552
1454917635,27093272014549272670,40.4350792,-79.9469051
2861423391,27093272014549272670,40.4351096,-79.9469895
2861423392,27093272014549272670,40.4351206,-79.9470448
1454927267,27093272014549272670,40.4351112,-79.9471507
270932720,2709327203032035881,40.4342278,-79.9450454
303193191,2709327203032035881,40.4341457,-79.9449493
303193193,2709327203032035881,40.4340603,-79.9448265
303193195,2709327203032035881,40.4339688,-79.9446806
303193197,2709327203032035881,40.4338904,-79.9445347
303193199,2709327203032035881,40.4338447,-79.9444059
303193201,2709327203032035881,40.4337663,-79.9442257
303193203,2709327203032035881,40.433714,-79.9441141
303193205,2709327203032035881,40.4336291,-79.9440283
303193207,2709327203032035881,40.4335507,-79.9439682
303193209,2709327203032035881,40.4334925,-79.9439144
303193211,2709327203032035881,40.4334402,-79.9438715
303203574,2709327203032035881,40.4334075,-79.9438286
303203575,2709327203032035881,40.4333618,-79.9439487
303203576,2709327203032035881,40.4333422,-79.944026
303203577,2709327203032035881,40.4333357,-79.944129
303203578,2709327203032035881,40.4333683,-79.9443436
303203579,2709327203032035881,40.4334337,-79.9447041
303203580,2709327203032035881,40.4336884,-79.9458113
303203581,2709327203032035881,40.4337211,-79.9459572
303203583,2709327203032035881,40.4337301,-79.9460999
303203584,2709327203032035881,40.4337256,-79.9461937
303203585,2709327203032035881,40.4336978,-79.9463208
303203586,2709327203032035881,40.433576,-79.9465499
303203588,2709327203032035881,40.4334943,-79.9467012
303203588,3032035881052504830,40.4334943,-79.9467012
2713700339,3032035881052504830,40.4333692,-79.9465117
2755750376,3032035881052504830,40.4330964,-79.946153
107481695,3032035881052504830,40.4327665,-79.9458391
270932729,3032035881052504830,40.4325645,-79.9457232
2755750349,3032035881052504830,40.4324428,-79.945721
270932731,3032035881052504830,40.4323192,-79.9458707
107481707,3032035881052504830,40.4322736,-79.946817
2755750341,3032035881052504830,40.4321777,-79.9471597
2755750338,3032035881052504830,40.4320206,-79.9473075
270932734,3032035881052504830,40.4317874,-79.9472981
7543076933,3032035881052504830,40.431609,-79.9471907
270932735,3032035881052504830,40.4315023,-79.9471265
2755750331,3032035881052504830,40.431361,-79.9471529
107481712,3032035881052504830,40.4309446,-79.9474709
303204097,3032035881052504830,40.4307616,-79.9475451
270932778,3032035881052504830,40.4306411,-79.9475173
303204098,3032035881052504830,40.4305351,-79.9474101
303204099,3032035881052504830,40.4303826,-79.9471245
303204100,3032035881052504830,40.4301997,-79.9469013
107481717,3032035881052504830,40.4298861,-79.9466696
270932779,3032035881052504830,40.4297877,-79.9465009
303204101,3032035881052504830,40.4297658,-79.9462992
2173708013,3032035881052504830,40.4298262,-79.9460805
2173708011,3032035881052504830,40.4299697,-79.9457834
303204102,3032035881052504830,40.4301018,-79.945554
529749338,3032035881052504830,40.4303123,-79.9452131
303204105,3032035881052504830,40.4306869,-79.9446147
303204106,3032035881052504830,40.4307616,-79.9445066
303204107,3032035881052504830,40.430951,-79.9441719
3172112480,3032035881052504830,40.4310611,-79.9439663
303204108,3032035881052504830,40.4311993,-79.9437084
2173708032,3032035881052504830,40.431433,-79.9432001
2173708012,3032035881052504830,40.4316731,-79.9426178
2173707929,3032035881052504830,40.4317834,-79.9424295
2173707955,3032035881052504830,40.4319998,-79.9421026
2173707998,3032035881052504830,40.4321526,-79.9419312
2173708024,3032035881052504830,40.4323689,-79.941608
2173707982,3032035881052504830,40.4324949,-79.9413432
2173707961,3032035881052504830,40.4325841,-79.9411145
2173707921,3032035881052504830,40.4326982,-79.9408044
2173707984,3032035881052504830,40.432787,-79.940578
2173707954,3032035881052504830,40.4328828,-79.9403892
107481726,3032035881052504830,40.4330573,-79.9400966
2173707908,3032035881052504830,40.4331233,-79.9399409
2173708014,3032035881052504830,40.433147,-79.9396904
2173707964,3032035881052504830,40.4331613,-79.93943
2173708009,3032035881052504830,40.4331845,-79.9392178
2173707958,3032035881052504830,40.4332126,-79.9391161
2173708034,3032035881052504830,40.4332462,-79.9389944
2173708021,3032035881052504830,40.4333197,-79.9388649
303192518,3032035881052504830,40.4334266,-79.9387497
2173707933,3032035881052504830,40.4334783,-79.9386809
2173707912,3032035881052504830,40.433542,-79.9385553
2173708020,3032035881052504830,40.43356,-79.9384019
107481731,3032035881052504830,40.4335173,-79.9382549
2173707966,3032035881052504830,40.4334354,-79.9381085
2173707993,3032035881052504830,40.4333509,-79.93795
2173707967,3032035881052504830,40.4332682,-79.937841
2173707970,3032035881052504830,40.433115,-79.937671
2173707988,3032035881052504830,40.4329804,-79.9375769
5320855584,3032035881052504830,40.4328863,-79.9375255
2173707989,3032035881052504830,40.4328396,-79.937506
105250483,3032035881052504830,40.4327544,-79.937477
422307886,42230788621736492730,40.4386615,-79.9458
1673572769,42230788621736492730,40.4386847,-79.9460699
1673572776,42230788621736492730,40.4386917,-79.9462714
2173649273,42230788621736492730,40.4386925,-79.9464587
422307886,4223078861050580100,40.4386615,-79.9458
1673572759,4223078861050580100,40.4386539,-79.9456872
1673572762,4223078861050580100,40.4386564,-79.9455808
270186898,4223078861050580100,40.4386664,-79.9454853
1673572765,4223078861050580100,40.4387015,-79.945267
105058001,4223078861050580100,40.4388134,-79.9447326
1673572777,4223078861050580100,40.4388585,-79.9445538
1673572778,4223078861050580100,40.4388969,-79.9444385
1673572779,4223078861050580100,40.4389412,-79.9443343
1673572780,4223078861050580100,40.4390113,-79.9442114
1673572782,4223078861050580100,40.4390865,-79.9441127
270186900,4223078861050580100,40.4392243,-79.9439766
3527071109,4223078861050580100,40.4392559,-79.9439458
1673572784,4223078861050580100,40.4394798,-79.9437275
105058010,4223078861050580100,40.4396882,-79.9435123
422307886,42230788681403565000,40.4386615,-79.9458
6718695853,42230788681403565000,40.4387326,-79.9460188
6718695854,42230788681403565000,40.4387944,-79.9462059
6718695855,42230788681403565000,40.4388669,-79.9463407
8140356499,42230788681403565000,40.4389194,-79.9464368
8140356500,42230788681403565000,40.4389848,-79.9465131
2173649273,217364927381403565000,40.4386925,-79.9464587
6718695856,217364927381403565000,40.4387501,-79.946443
104670322,217364927381403565000,40.4388547,-79.9464467
104670322,217364927381403565000,40.4388547,-79.9464467
2766492992,217364927381403565000,40.4388694,-79.9464515
8140356500,217364927381403565000,40.4389848,-79.9465131
8140356500,81403565003024500940,40.4389848,-79.9465131
8140356498,81403565003024500940,40.4390897,-79.9465692
2178241301,81403565003024500940,40.4392777,-79.9466579
3955655573,81403565003024500940,40.4393867,-79.9467048
8470194976,81403565003024500940,40.4395303,-79.9467493
302450094,81403565003024500940,40.4396134,-79.9467751
104602753,10460275313834280320,40.4320977,-79.9350722
302981520,10460275313834280320,40.4319671,-79.934274
302981521,10460275313834280320,40.4319415,-79.9335691
1383428032,10460275313834280320,40.4319726,-79.9330552
104602753,1046027531046870470,40.4320977,-79.9350722
302981512,1046027531046870470,40.4322023,-79.9346345
302981515,1046027531046870470,40.4323735,-79.9343244
2766492966,1046027531046870470,40.4325364,-79.9341462
302981516,1046027531046870470,40.4329788,-79.9337834
2766492974,1046027531046870470,40.4331295,-79.933659
302981519,1046027531046870470,40.4332871,-79.9334416
104687036,1046027531046870470,40.4334038,-79.9331421
3117499209,1046027531046870470,40.4334201,-79.9330416
7014476402,1046027531046870470,40.4336102,-79.9315773
104687047,1046027531046870470,40.4337423,-79.9305599
104602753,1046027531051427900,40.4320977,-79.9350722
302981506,1046027531051427900,40.4323003,-79.935673
5320855582,1046027531051427900,40.4324245,-79.935932
302981505,1046027531051427900,40.4325665,-79.9361853
7543082307,1046027531051427900,40.4327479,-79.9364415
3396238881,1046027531051427900,40.432786,-79.9364954
105142790,1046027531051427900,40.432836,-79.9365657
104687047,1046870471046870530,40.4337423,-79.9305599
104687053,1046870471046870530,40.4339387,-79.9290928
104687047,1046870471057497380,40.4337423,-79.9305599
105749738,1046870471057497380,40.4346053,-79.9305881
7300780820,730078082013834280320,40.4308598,-79.9378438
8033082958,730078082013834280320,40.4311363,-79.9375629
105960971,730078082013834280320,40.4312589,-79.9372717
104213848,730078082013834280320,40.4313717,-79.9368645
2354893604,730078082013834280320,40.43142,-79.9364575
105961029,730078082013834280320,40.4314349,-79.9360895
2354893601,730078082013834280320,40.4314151,-79.9355489
2726489121,730078082013834280320,40.4312316,-79.9346793
2726489122,730078082013834280320,40.4312316,-79.9344253
2726489123,730078082013834280320,40.4313159,-79.934028
2726489124,730078082013834280320,40.431482,-79.9336209
105961020,730078082013834280320,40.4316655,-79.9332399
1383428023,730078082013834280320,40.4318024,-79.9330497
1383427983,730078082013834280320,40.4318969,-79.9330512
1383428032,730078082013834280320,40.4319726,-79.9330552
104250998,10425099823848036840,40.4322702,-79.9305024
2384803684,10425099823848036840,40.4318423,-79.9305128
104250998,10425099827664929680,40.4322702,-79.9305024
2766492968,10425099827664929680,40.4326203,-79.9305083
104250998,1042509981046027870,40.4322702,-79.9305024
2766492964,1042509981046027870,40.4323915,-79.9294996
104602787,1042509981046027870,40.4324436,-79.9290425
104250998,1042509981046027790,40.4322702,-79.9305024
104602779,1042509981046027790,40.4321186,-79.9316422
104602787,1046027871050834950,40.4324436,-79.9290425
105083495,1046027871050834950,40.4331732,-79.9290699
104602787,1046027871046027960,40.4324436,-79.9290425
104602796,1046027871046027960,40.4325597,-79.9280809
104602779,10460277923848036840,40.4321186,-79.9316422
105212449,10460277923848036840,40.4316708,-79.9316974
105212449,10460277923848036840,40.4316708,-79.9316974
2384803684,10460277923848036840,40.4318423,-79.9305128
104586430,1045864301042509170,40.4320246,-79.9326602
104586442,1045864301042509170,40.4326792,-79.9328133
104250917,1045864301042509170,40.4329874,-79.930534
104586430,1045864301046027790,40.4320246,-79.9326602
104602773,1045864301046027790,40.4320637,-79.9322362
104602779,1045864301046027790,40.4321186,-79.9316422
104586430,10458643013834280320,40.4320246,-79.9326602
3289557903,10458643013834280320,40.4320034,-79.9328212
1383428032,10458643013834280320,40.4319726,-79.9330552
104250917,1042509171050834950,40.4329874,-79.930534
105083495,1042509171050834950,40.4331732,-79.9290699
104250917,1042509171042509220,40.4329874,-79.930534
2766492973,1042509171042509220,40.4329416,-79.930564
104250922,1042509171042509220,40.4327668,-79.9305501
104250917,1042509171046870470,40.4329874,-79.930534
2766492976,1042509171046870470,40.4336826,-79.9305458
104687047,1042509171046870470,40.4337423,-79.9305599
104602796,1046027961046028020,40.4325597,-79.9280809
104602802,1046027961046028020,40.4326188,-79.9275492
104698146,1046981461046981690,40.4307104,-79.9298702
2522759067,1046981461046981690,40.430096,-79.9293455
2522759058,1046981461046981690,40.4298808,-79.9291015
104698161,1046981461046981690,40.4296867,-79.9288145
2522759052,1046981461046981690,40.4295584,-79.9285369
2522759133,1046981461046981690,40.4294299,-79.9282236
2522759055,1046981461046981690,40.4293381,-79.9278734
2522759045,1046981461046981690,40.4292896,-79.9275887
104698169,1046981461046981690,40.4292754,-79.927435
104698146,1046981461051788220,40.4307104,-79.9298702
105178822,1046981461051788220,40.431031,-79.9274747
104698146,10469814632576963680,40.4307104,-79.9298702
1383428041,10469814632576963680,40.4308093,-79.9299828
1383428042,10469814632576963680,40.4308681,-79.930143
1383427985,10469814632576963680,40.4308809,-79.9302718
1383427997,10469814632576963680,40.4307179,-79.9315676
5391585687,10469814632576963680,40.4305393,-79.9321638
104213854,10469814632576963680,40.430283,-79.9330194
3257696368,10469814632576963680,40.4302706,-79.9330885
104698169,1046981691052396440,40.4292754,-79.927435
105239644,1046981691052396440,40.4301294,-79.9274452
104698169,1046981691046981750,40.4292754,-79.927435
2522759109,1046981691046981750,40.4292796,-79.9269241
2522759044,1046981691046981750,40.4293103,-79.9265896
5320856253,1046981691046981750,40.4297388,-79.9238327
5320856264,1046981691046981750,40.4297625,-79.9236576
5320856263,1046981691046981750,40.4297622,-79.9236206
104698175,1046981691046981750,40.4296858,-79.9234941
105178822,1051788221051788290,40.431031,-79.9274747
3662408054,1051788221051788290,40.4312927,-79.9253759
2522759131,1051788221051788290,40.4313701,-79.9247554
2522759070,1051788221051788290,40.4314353,-79.9244902
2522759114,1051788221051788290,40.4315107,-79.9243179
105178829,1051788221051788290,40.431564,-79.9242297
105178822,1051788221052396440,40.431031,-79.9274747
105239644,1051788221052396440,40.4301294,-79.9274452
104737202,1047372021046027960,40.431747,-79.9280353
104602796,1047372021046027960,40.4325597,-79.9280809
104737202,1047372021047372140,40.431747,-79.9280353
104737214,1047372021047372140,40.4318187,-79.9275083
104737202,10473720223848036840,40.431747,-79.9280353
2766492958,10473720223848036840,40.4315733,-79.9294376
104737196,10473720223848036840,40.4314561,-79.93043
104737196,10473720223848036840,40.4314561,-79.93043
2766492957,10473720223848036840,40.4314944,-79.9304917
2384803684,10473720223848036840,40.4318423,-79.9305128
104737214,1047372141076383930,40.4318187,-79.9275083
107638393,1047372141076383930,40.4319157,-79.9275146
104737214,1047372141051788220,40.4318187,-79.9275083
105178822,1047372141051788220,40.431031,-79.9274747
105681731,1056817311050580100,40.4350738,-79.9351739
7700544194,1056817311050580100,40.4354605,-79.9357265
288368821,1056817311050580100,40.43558,-79.9358972
288368763,1056817311050580100,40.4356947,-79.936177
105681724,1056817311050580100,40.4356458,-79.936498
270187344,1056817311050580100,40.4352852,-79.9368732
2766492981,1056817311050580100,40.4351445,-79.9371494
2766492982,1056817311050580100,40.4351699,-79.9374256
105681714,1056817311050580100,40.435318,-79.9376974
302979959,1056817311050580100,40.4357301,-79.9379275
270187343,1056817311050580100,40.4365145,-79.9383478
105681710,1056817311050580100,40.4366814,-79.9386289
302979958,1056817311050580100,40.4366405,-79.9393837
270187342,1056817311050580100,40.436599,-79.940574
2173707972,1056817311050580100,40.4368126,-79.9409004
2173707911,1056817311050580100,40.4370588,-79.9409958
2173707938,1056817311050580100,40.4375336,-79.9409109
2173707925,1056817311050580100,40.4376899,-79.9409057
2173707925,1056817311050580100,40.4376899,-79.9409057
2173707931,1056817311050580100,40.4378094,-79.9410143
2173708015,1056817311050580100,40.4378267,-79.9411845
2173707909,1056817311050580100,40.4377406,-79.9413569
2173707922,1056817311050580100,40.4376021,-79.9415225
2173707971,1056817311050580100,40.4372747,-79.9418392
2173707979,1056817311050580100,40.4368175,-79.9422359
106032874,1056817311050580100,40.4366135,-79.9424244
2173707959,1056817311050580100,40.436512,-79.9425856
2173708003,1056817311050580100,40.4364306,-79.9428064
2173708025,1056817311050580100,40.4363736,-79.9429998
2173707916,1056817311050580100,40.4363281,-79.9432522
106032868,1056817311050580100,40.4363244,-79.9434721
2173708017,1056817311050580100,40.4363524,-79.9436961
2173707977,1056817311050580100,40.436431,-79.9438742
2173708022,1056817311050580100,40.4366023,-79.9441483
270187332,1056817311050580100,40.4368,-79.9443929
2173707965,1056817311050580100,40.4369189,-79.9445262
2173707934,1056817311050580100,40.4370957,-79.9446676
302985210,1056817311050580100,40.4372509,-79.9447901
106032865,1056817311050580100,40.4373942,-79.94484
2173707983,1056817311050580100,40.4375538,-79.9447992
2173708023,1056817311050580100,40.4376727,-79.9446619
2173707980,1056817311050580100,40.438018,-79.9441837
2173707923,1056817311050580100,40.4381124,-79.9440713
2173707992,1056817311050580100,40.4382018,-79.9439903
106032857,1056817311050580100,40.4382773,-79.9439471
2173707996,1056817311050580100,40.4384318,-79.9439136
302985526,1056817311050580100,40.4386092,-79.9438358
106032848,1056817311050580100,40.4387146,-79.9437583
3527071112,1056817311050580100,40.4389956,-79.9435309
106032841,1056817311050580100,40.4392562,-79.94332
303189712,1056817311050580100,40.4393123,-79.9433054
302450457,1056817311050580100,40.4394032,-79.9432818
302450468,1056817311050580100,40.4395394,-79.9433456
6718688846,1056817311050580100,40.4396202,-79.9434361
105058010,1056817311050580100,40.4396882,-79.9435123
105681731,1056817313029813560,40.4350738,-79.9351739
2766492980,1056817313029813560,40.4350001,-79.935311
288368814,1056817313029813560,40.4350117,-79.9355052
107543252,1056817313029813560,40.4354216,-79.9361306
2766492983,1056817313029813560,40.4354205,-79.9362986
288368815,1056817313029813560,40.4353204,-79.9363634
288368816,1056817313029813560,40.4351954,-79.9362362
107543259,1056817313029813560,40.4350171,-79.9360036
288368817,1056817313029813560,40.4348276,-79.9359347
288368818,1056817313029813560,40.4346738,-79.9358798
288368819,1056817313029813560,40.4345079,-79.935709
288368820,1056817313029813560,40.4342,-79.9349359
2713700299,1056817313029813560,40.4341624,-79.9347784
107543263,1056817313029813560,40.4341793,-79.9345629
302981353,1056817313029813560,40.4343123,-79.934189
3527046161,1056817313029813560,40.4343156,-79.9340844
302981377,1056817313029813560,40.434319,-79.9339736
302981378,1056817313029813560,40.4343125,-79.9337933
302981356,1056817313029813560,40.434273,-79.933685
105681731,1056817311048573810,40.4350738,-79.9351739
288368822,1056817311048573810,40.4349171,-79.9349204
288368823,1056817311048573810,40.4348754,-79.9347481
2766492978,1056817311048573810,40.4349661,-79.9344881
105681739,1056817311048573810,40.4351541,-79.934226
288368585,1056817311048573810,40.4354116,-79.9340271
2713700313,1056817311048573810,40.4355684,-79.9337197
104857381,1056817311048573810,40.4356155,-79.9335577
104857381,1048573811048574220,40.4356155,-79.9335577
